"occurrence_no","record_type","collection_no","taxon_name","taxon_rank","taxon_no","matched_name","matched_rank","matched_no","early_interval","early_age","late_age","reference_no","genus_name","genus_reso","species_name","species_reso","genus","genus_no","class","class_no","phylum","phylum_no","lng","lat","cc","state","geogscale","paleolng","paleolat","geoplate","early_age.1","late_age.1","cx_int_no","early_int_no","late_int_no","formation","member","formation.1","member.1","stratscale","stratcomments","family","family_no","reid_no","order","order_no","late_interval","subgenus_name"
"1468925","occurrence","205190","Geckolepis sp.","genus","37904","Geckolepis","genus","37904","Holocene","0.0117",NA,"70406;70406","Geckolepis",NA,"sp.",NA,"Geckolepis","37904","Reptilia","36322","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,"Because the cave is predominantly vertical, with no large areas of horizontal or near-horizontal floor, it was necessary to distinguish bone accumulations in and near the cave by separate sublocation numbers, rather than a grid reference. These are noted in Figure 2, and Table 1 summarizes the characteristics of each sublocation. ABG-1 is the sediment layer immediately east of the cave entrance. Where this rock wall enfolds to produce a small alcove, surface material and sediments were sublocated as AGB-1A. Proceeding into the main cave, a small ledge on the east wall inside is covered with a slope of fine debris (ABG-2). Directly below on the cave floor, a dead-end chamber descends farther under the east wall and is partially filled with soft clay sediment (AGB-3). Returning to the entrance, small pockets of bone-rich debris and sediment have accumulated at the base of the 3.8 m entrance drop, in a series of steps downward (AGB-4, AGB-5, and AGB-6). Immediately below AGB-5 and AGB-6 on the southward slope going back into the cave is a larger area of uneven topography, composed of large stones interspersed with bone-rich debris and sediment. This is the very productive sublocation AGB-7. Beneath the uneven floor of the cave near the entrance, there is a small chamber containing sediments with bones (AGB-8). On the opposite (west) wall of the cave, the cave floor descends to its lowest depth below the entrance at −7 m. There is a lag concentrate of darkly stained bones and fine limestone chips in this deepest pocket, in places lightly cemented into a breccia (AGB-9).
Note: The authors do not distinguish the various specimens per sublocation, so they are all included in the same collection PBDB entry","Gekkonidae","37899",NA,"Squamata","36379",NA,NA
"1468929","occurrence","205193","Archaeolemur edwardsi","species","384429","Archaeolemur edwardsi","species","384429","Holocene","0.0117",NA,"70406;70406","Archaeolemur",NA,"edwardsi",NA,"Archaeolemur","40787","Mammalia","36651","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,NA,"Archaeolemuridae","40786",NA,"Primates","40700",NA,NA
"1468930","occurrence","205193","Babakotia radofilai","species","384974","Babakotia radofilai","species","384974","Holocene","0.0117",NA,"70406;70406","Babakotia",NA,"radofilai",NA,"Babakotia","143027","Mammalia","36651","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,NA,"Palaeopropithecidae","40789",NA,"Primates","40700",NA,NA
"1468931","occurrence","205193","Palaeopropithecus kelyus","species","40791","Palaeopropithecus","genus","40791","Holocene","0.0117",NA,"70406;70406","Palaeopropithecus",NA,"kelyus",NA,"Palaeopropithecus","40791","Mammalia","36651","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,NA,"Palaeopropithecidae","40789",NA,"Primates","40700",NA,NA
"1468932","occurrence","205193","Cheirogaleus medius","species","240281","Cheirogaleus medius","species","240281","Holocene","0.0117",NA,"70406;70406","Cheirogaleus",NA,"medius",NA,"Cheirogaleus","143022","Mammalia","36651","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,NA,"Cheirogaleidae","40781",NA,"Primates","40700",NA,NA
"1468933","occurrence","205193","Cheirogaleus cf. medius","species","240281","Cheirogaleus medius","species","240281","Holocene","0.0117",NA,"70406;70406","Cheirogaleus","cf.","medius",NA,"Cheirogaleus","143022","Mammalia","36651","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,NA,"Cheirogaleidae","40781",NA,"Primates","40700",NA,NA
"1468934","occurrence","205193","Microcebus myoxinus cf.","species","232493","Microcebus myoxinus","species","232493","Holocene","0.0117",NA,"70406;70406","Microcebus",NA,"myoxinus","cf.","Microcebus","143024","Mammalia","36651","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,NA,"Cheirogaleidae","40781",NA,"Primates","40700",NA,NA
"1468935","occurrence","205193","Eulemur rufus","species","385124","Eulemur rufus","species","385124","Holocene","0.0117",NA,"70406;70406","Eulemur",NA,"rufus",NA,"Eulemur","143017","Mammalia","36651","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,NA,"Lemuridae","40773",NA,"Primates","40700",NA,NA
"1468936","occurrence","205193","Eulemur mongoz","species","239196","Eulemur mongoz","species","239196","Holocene","0.0117",NA,"70406;70406","Eulemur",NA,"mongoz",NA,"Eulemur","143017","Mammalia","36651","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,NA,"Lemuridae","40773",NA,"Primates","40700",NA,NA
"1468937","occurrence","205193","Hapalemur griseus cf.","species","385317","Hapalemur griseus","species","385317","Holocene","0.0117",NA,"70406;70406","Hapalemur",NA,"griseus","cf.","Hapalemur","143016","Mammalia","36651","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,NA,"Lemuridae","40773",NA,"Primates","40700",NA,NA
"1468938","occurrence","205193","Pachylemur sp.","genus","143028","Pachylemur","genus","143028","Holocene","0.0117",NA,"70406;70406","Pachylemur",NA,"sp.",NA,"Pachylemur","143028","Mammalia","36651","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,NA,"Lemuridae","40773",NA,"Primates","40700",NA,NA
"1468939","occurrence","205193","Prolemur simus","species","385073","Prolemur simus","species","385073","Holocene","0.0117",NA,"70406;70406","Prolemur",NA,"simus",NA,"Hapalemur","143016","Mammalia","36651","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,NA,"Lemuridae","40773",NA,"Primates","40700",NA,NA
"1468940","occurrence","205193","Avahi cleesei cf.","species","385633","Avahi cleesei","species","385633","Holocene","0.0117",NA,"70406;70406","Avahi",NA,"cleesei","cf.","Avahi","143021","Mammalia","36651","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,NA,"Indriidae","40783",NA,"Primates","40700",NA,NA
"1468941","occurrence","205193","Propithecus deckenii","species","385322","Propithecus deckenii","species","385322","Holocene","0.0117",NA,"70406;70406","Propithecus",NA,"deckenii",NA,"Propithecus","143019","Mammalia","36651","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,NA,"Indriidae","40783",NA,"Primates","40700",NA,NA
"1468942","occurrence","205193","Lepilemur randrianasoloi cf.","species","386065","Lepilemur randrianasoloi","species","386065","Holocene","0.0117",NA,"70406;70406","Lepilemur",NA,"randrianasoloi","cf.","Lepilemur","143025","Mammalia","36651","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,NA,"Lepilemuridae","143015",NA,"Primates","40700",NA,NA
"1468948","occurrence","205193","Triaenops menamena","species","67840","Triaenops","genus","67840","Holocene","0.0117",NA,"70406;70406","Triaenops",NA,"menamena",NA,"Triaenops","67840","Mammalia","36651","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,NA,"Hipposideridae","40647",NA,"Chiroptera","40622",NA,NA
"1468949","occurrence","205193","Miniopterus cf. sp.","genus","40676","Miniopterus","genus","40676","Holocene","0.0117",NA,"70406;70406","Miniopterus","cf.","sp.",NA,"Miniopterus","40676","Mammalia","36651","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,NA,"Vespertilionidae","40663",NA,"Chiroptera","40622",NA,NA
"1468950","occurrence","205193","Miniopterus sp.","genus","40676","Miniopterus","genus","40676","Holocene","0.0117",NA,"70406;70406","Miniopterus",NA,"sp.",NA,"Miniopterus","40676","Mammalia","36651","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,NA,"Vespertilionidae","40663",NA,"Chiroptera","40622",NA,NA
"1468951","occurrence","205193","Capra aegagrus","species","149651","Capra aegagrus","species","149651","Holocene","0.0117",NA,"70406;70406","Capra",NA,"aegagrus",NA,"Capra","42759","Mammalia","36651","Chordata","33815","44.483334","-17.900000","MG","Beanka",NA,44.48,-17.9,"702",0.0117,NA,"3002","32","32",NA,NA,NA,NA,NA,NA,"Bovidae","42742",NA,"Artiodactyla","87634",NA,NA
